udeptcd,udeptnm,udeptmdobligcd,udeptmdoblignm,udeptobligcd,udeptoblignm
1271,관광호텔외식전공,221,식품,22,식품.가공
1272,"관광호텔조리(계열,과,전공)",131,조리,13,음식서비스
1272,"관광호텔조리(계열,과,전공)",221,식품,22,식품.가공
1273,"관상원예(과,학과,학전공)",143,조경,14,건설
1273,"관상원예(과,학과,학전공)",241,농업,24,농림어업
1274,"광(공과,학과)",202,전자,20,전기.전자
1275,광고·멀티미디어디자인전공,082,디자인,8,문화.예술.디자인.방송
1276,광고·캐릭터디자인과,082,디자인,8,문화.예술.디자인.방송
1277,광고그래픽디자인과,082,디자인,8,문화.예술.디자인.방송
1278,광고기획과,082,디자인,8,문화.예술.디자인.방송
1279,"광고디자인(과,전공,학과)",082,디자인,8,문화.예술.디자인.방송
1280,광고디자인영상과,024,생산관리,2,경영.회계.사무
1280,광고디자인영상과,082,디자인,8,문화.예술.디자인.방송
1280,광고디자인영상과,083,방송,8,문화.예술.디자인.방송
1281,"광고멀티미디어디자인(과,전공)",024,생산관리,2,경영.회계.사무
1281,"광고멀티미디어디자인(과,전공)",082,디자인,8,문화.예술.디자인.방송
1281,"광고멀티미디어디자인(과,전공)",083,방송,8,문화.예술.디자인.방송
1282,광고미디어과,082,디자인,8,문화.예술.디자인.방송
1282,광고미디어과,083,방송,8,문화.예술.디자인.방송
1283,광고보도영상과,082,디자인,8,문화.예술.디자인.방송
1283,광고보도영상과,083,방송,8,문화.예술.디자인.방송
1284,광고사인디자인전공,082,디자인,8,문화.예술.디자인.방송
1285,"광고사진(과,전공)",082,디자인,8,문화.예술.디자인.방송
1285,"광고사진(과,전공)",083,방송,8,문화.예술.디자인.방송
1286,광고영상과,082,디자인,8,문화.예술.디자인.방송
1286,광고영상과,083,방송,8,문화.예술.디자인.방송
1287,"광고영상디자인(과,전공)",024,생산관리,2,경영.회계.사무
1287,"광고영상디자인(과,전공)",082,디자인,8,문화.예술.디자인.방송
1287,"광고영상디자인(과,전공)",083,방송,8,문화.예술.디자인.방송
1288,광고전공,082,디자인,8,문화.예술.디자인.방송
1289,광고정보과,082,디자인,8,문화.예술.디자인.방송
1290,광고창작과,082,디자인,8,문화.예술.디자인.방송
1291,광고출판디자인계열,024,생산관리,2,경영.회계.사무
1291,광고출판디자인계열,082,디자인,8,문화.예술.디자인.방송
1291,광고출판디자인계열,083,방송,8,문화.예술.디자인.방송
1291,광고출판디자인계열,231,인쇄.사진,23,인쇄.목재.가구.공예
1292,광고커뮤니케이션디자인전공,082,디자인,8,문화.예술.디자인.방송
1293,광고케릭터전공,082,디자인,8,문화.예술.디자인.방송
1294,광고편집디자인전공,082,디자인,8,문화.예술.디자인.방송
1295,광고학과,082,디자인,8,문화.예술.디자인.방송
1296,광고홍보(계열ㆍ전공ㆍ학과ㆍ학부),082,디자인,8,문화.예술.디자인.방송
1297,광고PR영상학과,082,디자인,8,문화.예술.디자인.방송
1297,광고PR영상학과,083,방송,8,문화.예술.디자인.방송
1298,광기술공학과,202,전자,20,전기.전자
1299,광반도체정보공학과,202,전자,20,전기.전자
1300,광응용과학전공,202,전자,20,전기.전자
1301,광응용학과,202,전자,20,전기.전자
1302,광전기공학전공,201,전기,20,전기.전자
1302,광전기공학전공,202,전자,20,전기.전자
1303,광전기제어신소재공학부,162,기계장비설비.설치,16,기계
1303,광전기제어신소재공학부,201,전기,20,전기.전자
1303,광전기제어신소재공학부,202,전자,20,전기.전자
1304,"광전자(공학과,공학전공,과)",202,전자,20,전기.전자
1305,광전자디스플레이공학전공,202,전자,20,전기.전자
1306,"광전자물리(전공,학과,학전공)",202,전자,20,전기.전자
1306,"광전자물리(전공,학과,학전공)",252,비파괴검사,25,안전관리
1307,광전자재료전공,181,화공,18,화학
1307,광전자재료전공,201,전기,20,전기.전자
1307,광전자재료전공,202,전자,20,전기.전자
1307,광전자재료전공,221,식품,22,식품.가공
1308,광전자정보공학(과ㆍ전공ㆍ부),202,전자,20,전기.전자
1308,광전자정보공학(과ㆍ전공ㆍ부),211,정보기술,21,정보통신
1309,광전자정보통신과,202,전자,20,전기.전자
1309,광전자정보통신과,211,정보기술,21,정보통신
1311,광전자통신과,202,전자,20,전기.전자
1311,광전자통신과,213,통신,21,정보통신
1312,광전자화공소재전공,171,금속.재료,17,재료
1312,광전자화공소재전공,181,화공,18,화학
1312,광전자화공소재전공,202,전자,20,전기.전자
1312,광전자화공소재전공,213,통신,21,정보통신
1313,광정보미디어공학과,083,방송,8,문화.예술.디자인.방송
1313,광정보미디어공학과,202,전자,20,전기.전자
1313,광정보미디어공학과,211,정보기술,21,정보통신
1314,광정보통신과,202,전자,20,전기.전자
1314,광정보통신과,211,정보기술,21,정보통신
1314,광정보통신과,213,통신,21,정보통신
1315,광통신설비과,162,기계장비설비.설치,16,기계
1315,광통신설비과,202,전자,20,전기.전자
1315,광통신설비과,213,통신,21,정보통신
1316,광통신전자공학부,202,전자,20,전기.전자
1316,광통신전자공학부,213,통신,21,정보통신
1317,광학공학과,202,전자,20,전기.전자
1318,"교통공학(과,전공)",144,도시.교통,14,건설
1319,"교통물류시스템(학과,공학부)",144,도시.교통,14,건설
1320,교통물류정보과,144,도시.교통,14,건설
1321,교통시스템공학전공,144,도시.교통,14,건설
1322,교통시스템전공,144,도시.교통,14,건설
1323,교통정보시스템전공,144,도시.교통,14,건설
1323,교통정보시스템전공,211,정보기술,21,정보통신
1324,교통학과,144,도시.교통,14,건설
1325,구조공학과,142,토목,14,건설
1326,구조및지반전공,142,토목,14,건설
1327,"구조시스템공학(과,전공)",142,토목,14,건설
1328,국방물자과,162,기계장비설비.설치,16,기계
1329,국방정보통신과,211,정보기술,21,정보통신
1329,국방정보통신과,213,통신,21,정보통신
1330,국방특수기술과,162,기계장비설비.설치,16,기계
1331,국제물류시스템학전공,024,생산관리,2,경영.회계.사무
1332,국제물류학전공,024,생산관리,2,경영.회계.사무
1333,국제유통학(과ㆍ전공),024,생산관리,2,경영.회계.사무
1334,국제자원개발학과,142,토목,14,건설
1335,국제정보통신과,202,전자,20,전기.전자
1335,국제정보통신과,213,통신,21,정보통신
1336,국제호텔외식경영학과,024,생산관리,2,경영.회계.사무
1336,국제호텔외식경영학과,131,조리,13,음식서비스
1336,국제호텔외식경영학과,221,식품,22,식품.가공
1337,국제호텔쿠킹과,131,조리,13,음식서비스
1337,국제호텔쿠킹과,221,식품,22,식품.가공
1338,"귀금속공예(과,전공)",082,디자인,8,문화.예술.디자인.방송
1338,"귀금속공예(과,전공)",232,목재.가구.공예,23,인쇄.목재.가구.공예
1339,"귀금속디자인(과,전공,학전공)",082,디자인,8,문화.예술.디자인.방송
1339,"귀금속디자인(과,전공,학전공)",232,목재.가구.공예,23,인쇄.목재.가구.공예
1340,귀금속디자인가공과,082,디자인,8,문화.예술.디자인.방송
1340,귀금속디자인가공과,232,목재.가구.공예,23,인쇄.목재.가구.공예
1341,귀금속디자인세공학과,082,디자인,8,문화.예술.디자인.방송
1341,귀금속디자인세공학과,232,목재.가구.공예,23,인쇄.목재.가구.공예
1342,귀금속보석과,232,목재.가구.공예,23,인쇄.목재.가구.공예
1343,"귀금속보석디자인(과,학과,전공)",082,디자인,8,문화.예술.디자인.방송
1343,"귀금속보석디자인(과,학과,전공)",232,목재.가구.공예,23,인쇄.목재.가구.공예
1344,귀금속세공디자인과,082,디자인,8,문화.예술.디자인.방송
1344,귀금속세공디자인과,232,목재.가구.공예,23,인쇄.목재.가구.공예
1345,귀금속세공학과,082,디자인,8,문화.예술.디자인.방송
1345,귀금속세공학과,232,목재.가구.공예,23,인쇄.목재.가구.공예
1346,귀금속조형디자인전공,082,디자인,8,문화.예술.디자인.방송
1346,귀금속조형디자인전공,232,목재.가구.공예,23,인쇄.목재.가구.공예
1347,그래픽게임전공,082,디자인,8,문화.예술.디자인.방송
1347,그래픽게임전공,202,전자,20,전기.전자
1348,"그래픽디자인(계열,과,전공)",082,디자인,8,문화.예술.디자인.방송
1349,그래픽산업디자인과,082,디자인,8,문화.예술.디자인.방송
1350,그래픽아트미디어과,082,디자인,8,문화.예술.디자인.방송
1350,그래픽아트미디어과,202,전자,20,전기.전자
1351,그래픽애니메이션학과,082,디자인,8,문화.예술.디자인.방송
1352,그래픽정보디자인전공,082,디자인,8,문화.예술.디자인.방송
1352,그래픽정보디자인전공,211,정보기술,21,정보통신
1353,그래픽패키지디자인전공,082,디자인,8,문화.예술.디자인.방송
1354,그린시스템계열,261,환경,26,환경.에너지
1355,그린인테리어과,141,건축,14,건설
1355,그린인테리어과,261,환경,26,환경.에너지
1356,글로컬IT학과,202,전자,20,전기.전자
1357,"금속(공학부,공학전공,과)",161,기계제작,16,기계
1357,"금속(공학부,공학전공,과)",171,금속.재료,17,재료
1358,금속·귀금속세공과,232,목재.가구.공예,23,인쇄.목재.가구.공예
1359,"금속공예(과,학과,전공)",082,디자인,8,문화.예술.디자인.방송
1359,"금속공예(과,학과,전공)",173,단조.주조,17,재료
1359,"금속공예(과,학과,전공)",232,목재.가구.공예,23,인쇄.목재.가구.공예
1360,"금속공예디자인(과,전공,학과)",082,디자인,8,문화.예술.디자인.방송
1360,"금속공예디자인(과,전공,학과)",232,목재.가구.공예,23,인쇄.목재.가구.공예
1361,"금속공학(과,과군)",161,기계제작,16,기계
1361,"금속공학(과,과군)",171,금속.재료,17,재료
1362,금속공학교육과,171,금속.재료,17,재료
1363,금속공학및재료공학부,171,금속.재료,17,재료
1364,"금속금형디자인(과,전공)",082,디자인,8,문화.예술.디자인.방송
1364,"금속금형디자인(과,전공)",171,금속.재료,17,재료
1365,금속금형설계과,167,금형.공작기계,16,기계
1365,금속금형설계과,171,금속.재료,17,재료
1366,금속디자인전공,082,디자인,8,문화.예술.디자인.방송
1366,금속디자인전공,171,금속.재료,17,재료
1367,금속시스템공학전공,171,금속.재료,17,재료
1368,"금속신소재(공학과,전공)",171,금속.재료,17,재료
1369,금속장식디자인전공,082,디자인,8,문화.예술.디자인.방송
1369,금속장식디자인전공,171,금속.재료,17,재료
1369,금속장식디자인전공,232,목재.가구.공예,23,인쇄.목재.가구.공예
1370,"금속재료(공학과,공학전공,과)",171,금속.재료,17,재료
1371,금속전공,161,기계제작,16,기계
1371,금속전공,171,금속.재료,17,재료
1372,금속제품디자인과,024,생산관리,2,경영.회계.사무
1372,금속제품디자인과,082,디자인,8,문화.예술.디자인.방송
1372,금속제품디자인과,083,방송,8,문화.예술.디자인.방송
1372,금속제품디자인과,171,금속.재료,17,재료
1373,금속조형디자인과,082,디자인,8,문화.예술.디자인.방송
1373,금속조형디자인과,171,금속.재료,17,재료
1373,금속조형디자인과,232,목재.가구.공예,23,인쇄.목재.가구.공예
1374,금융부동산학부,144,도시.교통,14,건설
1375,금융전산과,202,전자,20,전기.전자
1376,금형과,167,금형.공작기계,16,기계
1377,금형기술과,167,금형.공작기계,16,기계
1378,금형디자인과,082,디자인,8,문화.예술.디자인.방송
1378,금형디자인과,167,금형.공작기계,16,기계
1379,금형설계공학(과ㆍ전공),167,금형.공작기계,16,기계
1381,금형성형과,167,금형.공작기계,16,기계
1382,금형제작학과,167,금형.공작기계,16,기계
1383,기계.정밀기계.기계설계.자동차공학과군,161,기계제작,16,기계
1384,기계·기계설계·메카트로닉스공학과군,161,기계제작,16,기계
1385,기계·산업정보공학부,161,기계제작,16,기계
1385,기계·산업정보공학부,211,정보기술,21,정보통신
1386,기계·자동차공학부,166,자동차,16,기계
1387,기계·자동화시스템계열,162,기계장비설비.설치,16,기계
1388,기계·정밀기계·자동차공학부,161,기계제작,16,기계
1389,기계건축토목공학부,141,건축,14,건설
1389,기계건축토목공학부,142,토목,14,건설
1389,기계건축토목공학부,161,기계제작,16,기계
1390,기계공학(과ㆍ전공ㆍ부ㆍ계열),161,기계제작,16,기계
1390,기계공학(과ㆍ전공ㆍ부ㆍ계열),162,기계장비설비.설치,16,기계
1390,기계공학(과ㆍ전공ㆍ부ㆍ계열),171,금속.재료,17,재료
1390,기계공학(과ㆍ전공ㆍ부ㆍ계열),262,에너지.기상,26,환경.에너지
1391,기계(계열ㆍ과ㆍ부ㆍ전공),161,기계제작,16,기계
1391,기계(계열ㆍ과ㆍ부ㆍ전공),171,금속.재료,17,재료
1392,기계공학건축학과군,141,건축,14,건설
1392,기계공학건축학과군,161,기계제작,16,기계
1393,기계공학교육과,161,기계제작,16,기계
1394,기계공학기계설계학과군,161,기계제작,16,기계
1397,기계교육과,161,기계제작,16,기계
