jobdicSeq,직업명,학과명,자격증명,자격증ID,jobID
326,인테리어디자이너,"건축공학과, 공예과, 공예학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 환경디자인과, 환경디자인학과",실내건축산업기사,T500,567
326,인테리어디자이너,"건축공학과, 공예과, 공예학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 환경디자인과, 환경디자인학과",실내건축기사,T499,568
327,일러스트레이터,"광고디자인과, 디지털디자인과, 시각디자인과, 시각디자인학과, 조형디자인학과, 컴퓨터디자인학과",시각디자인산업기사,T469,569
327,일러스트레이터,"광고디자인과, 디지털디자인과, 시각디자인과, 시각디자인학과, 조형디자인학과, 컴퓨터디자인학과",시각디자인기사,T468,570
327,일러스트레이터,"광고디자인과, 디지털디자인과, 시각디자인과, 시각디자인학과, 조형디자인학과, 컴퓨터디자인학과",컴퓨터그래픽기능사,T082,571
328,작곡가,"관현악과, 기악과, 성악과, 음악과, 음악학과, 작곡과, 피아노학과",,,572
332,제품디자이너,"공업디자인과, 공업디자인학과, 공예과, 공예디자인학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 제품디자인과, 패션디자인과",제품디자인산업기사,T003,573
332,제품디자이너,"공업디자인과, 공업디자인학과, 공예과, 공예디자인학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 제품디자인과, 패션디자인과",제품디자인기사,T001,574
332,제품디자이너,"공업디자인과, 공업디자인학과, 공예과, 공예디자인학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 제품디자인과, 패션디자인과",제품디자인기술사,T002,575
332,제품디자이너,"공업디자인과, 공업디자인학과, 공예과, 공예디자인학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 제품디자인과, 패션디자인과",제품응용모델링기능사,T004,576
333,조각가,"조소학과, 환경조각학과",,,577
334,조향사,"화학공학과, 화학과",,,578
335,지휘자,"관현악과, 기악과, 음악학과, 작곡과",,,579
336,운동선수,"무도학과, 무용과, 무용학과, 사회체육과, 사회체육학과, 체육학과, 태권도과",,,580
337,촬영기사,"방송영상과, 방송제작과, 사진영상학과, 연극영화과, 연극영화학과, 전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과",,,581
338,출판물기획전문가,"국어국문학과, 미디어출판과",,,582
339,캐릭터디자이너,"공업디자인과, 산업디자인과, 시각디자인과, 제품디자인과",시각디자인산업기사,T469,583
339,캐릭터디자이너,"공업디자인과, 산업디자인과, 시각디자인과, 제품디자인과",시각디자인기사,T468,584
339,캐릭터디자이너,"공업디자인과, 산업디자인과, 시각디자인과, 제품디자인과",컴퓨터그래픽기능사,T082,585
340,컬러리스트,"산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 회화학과",컬러리스트기사,T079,586
340,컬러리스트,"산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 회화학과",컬러리스트산업기사,T080,587
344,패션디자이너,"공예과, 공예학과, 산업디자인과, 산업디자인학과, 섬유공학과, 섬유디자인과, 시각디자인과, 시각디자인학과, 의류ㆍ의상학과, 코디네이션과, 패션디자인과",섬유디자인산업기사,T432,588
344,패션디자이너,"공예과, 공예학과, 산업디자인과, 산업디자인학과, 섬유공학과, 섬유디자인과, 시각디자인과, 시각디자인학과, 의류ㆍ의상학과, 코디네이션과, 패션디자인과",패션디자인산업기사,T113,589
345,패션코디네이터,"코디네이션과, 패션디자인과",,,590
346,편집기사,"방송영상과, 방송제작과, 영상제작과",,,591
347,악기수리원 및 조율사,"관현악과, 기악과, 음악과, 음향제작과, 전자공학과, 전자과, 피아노학과",피아노조율기능사,T138,592
347,악기수리원 및 조율사,"관현악과, 기악과, 음악과, 음향제작과, 전자공학과, 전자과, 피아노학과",피아노조율산업기사,T139,593
348,학예사(큐레이터),"고고학과, 공예과, 공예학과, 동양화과, 문화인류학과, 사학과, 산업디자인과, 산업디자인학과, 서양화과, 시각디자인과, 시각디자인학과, 예술학과, 조소학과, 회화학과",박물관및미술관준학예사,S116,594
348,학예사(큐레이터),"고고학과, 공예과, 공예학과, 동양화과, 문화인류학과, 사학과, 산업디자인과, 산업디자인학과, 서양화과, 시각디자인과, 시각디자인학과, 예술학과, 조소학과, 회화학과",박물관및미술관준학예사,S116,595
348,학예사(큐레이터),"고고학과, 공예과, 공예학과, 동양화과, 문화인류학과, 사학과, 산업디자인과, 산업디자인학과, 서양화과, 시각디자인과, 시각디자인학과, 예술학과, 조소학과, 회화학과",박물관및미술관준학예사,S116,596
349,화가,"공예과, 공예학과, 동양화과, 미술학과, 서양화과, 회화학과",,,597
352,가사도우미,,,,598
353,간병인,,,,599
355,간호조무사,,간호조무사,,600
356,청소원,,,,601
358,경비원,"경찰행정과, 경찰행정학과, 경호스포츠과, 경호학과",기계경비지도사,S078,602
358,경비원,"경찰행정과, 경찰행정학과, 경호스포츠과, 경호학과",일반경비지도사,S201,603
359,경찰관,"경찰행정학과, 법학과, 해양경찰학과",자동차운전면허 1종,S206,604
360,경호원,"경찰행정과, 경찰행정학과, 경호스포츠과, 무용과, 무용학과, 법학과, 사회체육과, 사회체육학과, 체육학과, 행정학과",기계경비지도사,S078,605
360,경호원,"경찰행정과, 경찰행정학과, 경호스포츠과, 무용과, 무용학과, 법학과, 사회체육과, 사회체육학과, 체육학과, 행정학과",일반경비지도사,S201,606
362,일반공무원,"경영학과, 경제학과, 법학과, 사회복지학과, 행정학과, 회계학과",,,607
363,교도관,"경찰행정과, 경찰행정학과, 교육학과, 법학과, 사회복지과, 사회복지상담과, 사회복지학과, 심리학과, 행정학과",,,608
364,이공학계열교수,"건축공학과, 물리학과, 산업공학과, 생물학과, 전기공학과, 전기전자공학과, 전자공학과, 토목공학과, 화학과",,,609
365,독서지도사,"국어교육과, 국어국문학과",,,610
366,레크리에이션지도자,"레크리에이션과, 사회체육과, 사회체육학과",,,611
369,물리치료사,"물리치료학과, 작업치료과, 재활학과",물리치료사,,612
370,바텐더,"식품가공과, 식품공학과, 식품영양학과, 식품조리과",조주기능사,T016,613
371,택배원,,자동차운전면허 1종,,614
371,택배원,,자동차운전면허 2종,,615
372,버스운전기사,,자동차운전면허 1종,S206,616
373,법무사,법학과,법무사,S122,617
374,변리사,"광학공학과, 기계공학과, 물리학과, 법학과, 산업공학과, 생물학과, 전기공학과, 전자공학과, 정보통신공학과, 제어계측공학과, 행정학과, 화학과",변리사,S124,618
375,변호사,"법학과, 행정학과",변호사,S275,619
378,전문비서,"경영정보과, 경영학과, 경제학과, 문헌정보과, 문헌정보학과, 비서행정과, 인터넷정보학과, 통계학과",비서,,620
379,사회복지사,"가족복지과, 교육학과, 노인복지학과, 사회복지과, 사회복지상담과, 사회복지학과, 사회학과, 심리학과, 아동복지과, 아동복지학과, 유아교육과, 유아교육학과, 청소년지도학과, 특수교육학과",사회복지사 1급,S139,621
380,상담전문가,"가족복지과, 교육학과, 노인복지학과, 사회복지과, 사회복지상담과, 사회복지학과, 심리학과, 아동복지과, 아동복지학과, 아동학과, 유아교육과, 유아교육학과, 청소년지도학과, 특수교육학과",전문상담교사,,622
380,상담전문가,"가족복지과, 교육학과, 노인복지학과, 사회복지과, 사회복지상담과, 사회복지학과, 심리학과, 아동복지과, 아동복지학과, 아동학과, 유아교육과, 유아교육학과, 청소년지도학과, 특수교육학과",청소년상담사 1급,S234,623
380,상담전문가,"가족복지과, 교육학과, 노인복지학과, 사회복지과, 사회복지상담과, 사회복지학과, 심리학과, 아동복지과, 아동복지학과, 아동학과, 유아교육과, 유아교육학과, 청소년지도학과, 특수교육학과",청소년상담사 2급,S235,624
380,상담전문가,"가족복지과, 교육학과, 노인복지학과, 사회복지과, 사회복지상담과, 사회복지학과, 심리학과, 아동복지과, 아동복지학과, 아동학과, 유아교육과, 유아교육학과, 청소년지도학과, 특수교육학과",청소년상담사 3급,S236,625
383,우편물집배원,,자동차운전면허 1종,,626
383,우편물집배원,,자동차운전면허 2종,,627
383,우편물집배원,,정보처리기능사,T650,628
383,우편물집배원,,정보처리산업기사,T652,629
383,우편물집배원,,정보처리기사,T651,630
383,우편물집배원,,워드프로세서,T535,631
383,우편물집배원,,컴퓨터 활용능력 3급,,632
383,우편물집배원,,컴퓨터 활용능력 2급,,633
384,성직자,"기독교학과, 불교학과, 신학과, 종교교육과",,,634
385,소방관,"소방안전관리과, 응급구조과, 행정학과",응급구조사,,635
385,소방관,"소방안전관리과, 응급구조과, 행정학과",소방설비산업기사,,636
385,소방관,"소방안전관리과, 응급구조과, 행정학과",소방설비기사,,637
385,소방관,"소방안전관리과, 응급구조과, 행정학과",소방시설관리사,S158,638
385,소방관,"소방안전관리과, 응급구조과, 행정학과",소방기술사,T437,639
385,소방관,"소방안전관리과, 응급구조과, 행정학과",화재조사관,S262,640
385,소방관,"소방안전관리과, 응급구조과, 행정학과",소방안전교육사,S160,641
386,언어치료사,"언어치료학과, 특수교육학과",,,642
388,여행안내원,"관광경영과, 관광경영학과, 관광통역과, 문화관광과",관광통역안내사,,643
390,신호원 및 수송원,"철도운전과, 철도전기제어과",철도신호산업기사,T048,644
390,신호원 및 수송원,"철도운전과, 철도전기제어과",철도신호기사,T046,645
390,신호원 및 수송원,"철도운전과, 철도전기제어과",철도신호기술사,T047,646
390,신호원 및 수송원,"철도운전과, 철도전기제어과",철도전기신호기능사,T050,647
391,운동경기심판,"사회체육과, 사회체육학과, 체육학과",,,648
392,스포츠트레이너,"물리치료과, 물리치료학과, 사회체육과, 사회체육학과, 체육교육과, 체육학과",,,649
395,유치원교사,유아교육과,한국사능력검정시험(3급 이상),,650
396,음악치료사,"실용음악학과, 심리학과, 음악학과",,,651
397,응급구조사,"소방안전관리과, 응급구조과",응급구조사,,652
398,임상심리사,심리학과,정신보건임상심리사,,653
398,임상심리사,심리학과,임상심리사2급,,654
400,운동감독,"사회체육과, 사회체육학과, 체육학과",경기지도자,,655
401,작업치료사,"물리치료학과, 작업치료과, 재활학과",작업치료사,S279,656
403,장례지도사,장례지도과,,,657
404,전화교환원,,정보처리기능사,T650,658
404,전화교환원,,정보처리산업기사,T652,659
404,전화교환원,,정보처리기사,T651,660
404,전화교환원,,정보기기운용기능사,T648,661
405,주택관리사,,주택관리사보,S229,662
407,직업군인,"군사학과, 부사관과",,,663
408,직업상담 및 취업알선원,"경영학과, 경제학과, 교육학과, 사회복지상담과, 사회복지학과, 심리학과, 행정학과",직업상담사1급,T035,664
409,직업능력개발훈련교사,"기술교육과, 전기ㆍ전자ㆍ통신공학교육과, 컴퓨터교육과",직업능력개발훈련교사 3급,S232,665
409,직업능력개발훈련교사,"기술교육과, 전기ㆍ전자ㆍ통신공학교육과, 컴퓨터교육과",직업능력개발훈련교사 2급,S231,666
409,직업능력개발훈련교사,"기술교육과, 전기ㆍ전자ㆍ통신공학교육과, 컴퓨터교육과",직업능력개발훈련교사 1급,S230,667
411,치과위생사,치위생과,치과위생사,,668
416,피부관리사,피부미용과,,,669
417,학원강사,"미술교육과, 미술학과, 수학과, 수학교육과, 식품영양학과, 식품조리과, 영어교육과, 영어학과",,,670
418,비행기승무원,"항공서비스과, 항공서비스학과, 항공운항학과",,,671
421,스포츠강사,"레크리에이션과, 사회체육과, 사회체육학과",생활체육지도사,M215,672
426,택시운전기사,,자동차운전면허 2종,,673
427,웨딩플래너,"미용과, 이벤트연출과, 패션디자인과",,,674
429,통신엔지니어,정보통신공학과,정보통신산업기사,T656,675
429,통신엔지니어,정보통신공학과,정보통신기사,T654,676
429,통신엔지니어,정보통신공학과,정보통신기술사,T655,677
429,통신엔지니어,정보통신공학과,전파전자통신기능사,T669,678
429,통신엔지니어,정보통신공학과,전파전자통신산업기사,T668,679
429,통신엔지니어,정보통신공학과,전파전자통신기사,T642,680
