자격증명,자격증ID,자격증_분류,자격증_등급_코드,등급_분류,2022년 1차 응시자 수,2022년 1차 합격률,2022년 2차 응시자수,2022년 2차 합격률,2022년 3차 응시자수,2022년 3차 합격률,2023년 1차 응시자 수,2023년 1차 합격률,2023년 2차 응시자 수,2023년 2차 합격률,2023년 3차 응시자 수,2023년 3차 합격률,2024년 1차 응시자 수,2024년 1차 합격률,2024년 2차 응시자 수,2024년 2차 합격률,2024년 3차 응시자 수,2024년 3차 합격률,검정 횟수,시험종류,필기,실기,면접,총합,난이도,비고,비고2
판금제관기능사,T110,국가기술자격,500,기능사,0,0,5,60,,,5,60,3,66.7,,,0,0,1,100,,,1,필기+실기,1,1,0,2,1,,
판금제관기능장,T111,국가기술자격,200,기능장,36,50,21,81,,,33,48.5,19,52.6,,,35,48.6,20,65,,,1,필기+실기,1,1,0,2,3,,
판금제관산업기사,T112,국가기술자격,400,산업기사,0,0,2,50,,,22,40.9,6,50,,,0,0,1,0,,,1,필기+실기,1,1,0,2,3,,
패션디자인산업기사,T113,국가기술자격,400,산업기사,125,52.8,67,59.7,,,111,60.4,64,56.3,,,129,42.6,54,63,,,1,필기+실기,1,1,0,2,2,,
패션머천다이징산업기사,T114,국가기술자격,400,산업기사,256,86.3,210,67.1,,,100,82,83,68.7,,,153,87.6,112,82.1,,,1,필기+실기,1,1,0,2,1,,
펄프종이제조기능사,T115,국가기술자격,500,기능사,,,,,,,,,,,,,,0,,0,,,1,필기+실기,1,1,0,2,5,2024~,
폐기물처리기사,T117,국가기술자격,300,기사,2752,48.4,1663,61.8,,,2980,45.6,1717,46.2,,,2520,44.1,1806,54.3,,,3,필기+실기,1,1,0,2,4,,
폐기물처리기술사,T118,국가기술자격,100,기술사,54,16.7,11,54.5,,,51,7.8,9,44.4,,,53,11.3,11,45.5,,,1,필기+실기,1,1,0,2,5,,
폐기물처리산업기사,T119,국가기술자격,400,산업기사,730,28.1,316,42.4,,,815,34,354,37.9,,,649,36.2,390,49.2,,,3,필기+실기,1,1,0,2,4,,
포장기사,T120,국가기술자격,300,기사,75,62.7,46,10.9,,,86,65.1,67,59.7,,,80,63.8,70,18.6,,,1,필기+실기,1,1,0,2,3,,
포장기술사,T121,국가기술자격,100,기술사,29,55.2,16,37.5,,,29,31,19,52.6,,,43,18.6,13,53.8,,,1,필기+실기,1,1,0,2,4,,
포장산업기사,T123,국가기술자격,400,산업기사,0,0,3,100,,,14,50,6,50,,,0,0,1,0,,,1,필기+실기,1,1,0,2,3,,
표면처리기능사,T124,국가기술자격,500,기능사,128,24.2,39,100,,,148,29.1,51,100,,,258,29.5,92,95.7,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
표면처리기능장,T125,국가기술자격,200,기능장,49,67.3,53,37.7,,,101,61.4,69,47.8,,,122,62.3,86,52.3,,,1,필기+실기,1,1,0,2,3,,
표면처리기술사,T126,국가기술자격,100,기술사,5,0,0,0,,,8,37.5,3,66.7,,,11,18.2,3,66.7,,,1,필기+실기,1,1,0,2,4,,
표면처리산업기사,T127,국가기술자격,400,산업기사,84,51.2,40,42.5,,,111,36.9,52,69.2,,,83,30.1,29,27.6,,,1,필기+실기,1,1,0,2,3,,
품질경영기사,T128,국가기술자격,300,기사,3264,38.8,1901,39.1,,,3790,40.3,2190,46.6,,,4107,38.3,2114,45.1,,,3,필기+실기,1,1,0,2,4,,
품질경영산업기사,T129,국가기술자격,400,산업기사,546,27.5,202,39.6,,,530,28.9,187,51.9,,,495,25.1,177,45.8,,,3,필기+실기,1,1,0,2,4,,
품질관리기술사,T131,국가기술자격,100,기술사,130,27.7,94,42.6,,,147,25.9,96,43.8,,,178,21.3,77,37.7,,,2,필기+실기,1,1,0,2,5,,
프레스금형기사,T132,국가기술자격,300,기사,37,35.1,15,46.7,,,45,48.9,22,27.3,,,46,26.1,19,57.9,,,1,필기+실기,1,1,0,2,3,,
프레스금형산업기사,T134,국가기술자격,400,산업기사,42,47.6,23,69.6,,,39,33.3,7,57.1,,,27,40.7,8,62.5,,,1,필기+실기,1,1,0,2,2,프레스금형기능사x->프레스금형산업기사,
플라스틱창호기능사,T135,국가기술자격,500,기능사,231,56.3,154,52.6,,,222,61.7,177,59.3,,,170,65.3,143,65,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
피복아크용접기능사,T137,국가기술자격,500,기능사,12615,29.5,5804,47.3,,,11787,30.3,5082,45.2,,,11593,29,4942,45.3,,,5,필기+실기,1,1,0,2,4,특성화고 필기면제자 검정 포함(일반인 응시 불가),
피아노조율기능사,T138,국가기술자격,500,기능사,77,79.2,67,34.3,,,90,83.3,70,15.7,,,64,71.9,59,22,,,1,필기+실기,1,1,0,2,2,,
피아노조율산업기사,T139,국가기술자격,400,산업기사,0,0,5,40,,,66,90.9,47,51.1,,,0,0,15,93.3,,,1,필기+실기,1,1,0,2,2,,
한글속기 1급,T140,국가기술자격,500,기능사,797,16.8,,,,,695,11.9,,,,,724,12.3,,,,,2,실기,0,1,0,1,5,"한글속기->1급,2급,3급",
한글속기 2급,T141,국가기술자격,500,기능사,797,19.2,,,,,759,10.1,,,,,831,25.4,,,,,2,실기,0,1,0,1,4,,
한글속기 3급,T142,국가기술자격,500,기능사,"1,363",13,,,,,"1,387",9.1,,,,,"1,699",12.8,,,,,2,실기,0,1,0,1,5,,
한복기능사,T143,국가기술자격,500,기능사,136,83.8,120,59.2,,,142,83.8,112,39.3,,,111,74.8,117,42.7,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
한복기능장,T144,국가기술자격,200,기능장,,,,,,,83,85.5,68,22.1,,,43,74.4,66,18.2,,,1,필기+실기,1,1,0,2,3,2022년 시행안함,
한식조리기능사,T147,국가기술자격,500,기능사,68845,43.8,52460,35.8,,,67640,42.3,47515,36.8,,,65022,39.6,40594,37.3,,,41,필기+실기,1,1,0,2,3,,
한식조리산업기사,T148,국가기술자격,400,산업기사,830,43.3,613,29.5,,,841,45.5,476,33.6,,,949,43.4,548,32.8,,,2,필기+실기,1,1,0,2,4,,
항공기관기술사,T150,국가기술자격,100,기술사,13,38.5,10,40,,,10,20,8,50,,,8,37.5,6,16.7,,,1,필기+실기,1,1,0,2,4,,
항공기사,T151,국가기술자격,300,기사,61,18,17,17.6,,,63,17.5,17,5.9,,,53,24.5,19,10.5,,,1,필기+실기,1,1,0,2,5,,
항공기정비기능사,T152,국가기술자격,500,기능사,,,,,,,,,,,,,2076,13.4,361,87.5,,,4,필기+실기,1,1,0,2,2,"2022,23년없음, 특성화고 필기면제자 검정 포함(일반인 응시 불가)",
항공기체기술사,T153,국가기술자격,100,기술사,10,30,4,50,,,13,61.5,8,12.5,,,6,16.7,6,50,,,1,필기+실기,1,1,0,2,4,,
항공사진기능사,T154,국가기술자격,500,기능사,208,78.8,,,,,261,73.2,,,,,384,77.9,,,,,2,실기,0,1,0,1,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
항공산업기사,T155,국가기술자격,400,산업기사,2565,41.1,1377,65.9,,,1958,36.1,923,62.9,,,1655,36.1,687,60.6,,,3,필기+실기,1,1,0,2,3,,
항로표지기능사,T156,국가기술자격,500,기능사,161,67.1,113,80.5,,,134,71.6,96,90.6,,,139,66.9,87,88.5,,,1,필기+실기,1,1,0,2,1,,
항로표지기사,T157,국가기술자격,300,기사,58,70.7,66,12.1,,,83,57.8,58,0,,,73,65.8,76,44.7,,,1,필기+실기,1,1,0,2,3,,
항로표지산업기사,T158,국가기술자격,400,산업기사,0,0,5,40,,,17,29.4,6,50,,,0,0,2,100,,,1,필기+실기,1,1,0,2,2,,
항만및해안기술사,T159,국가기술자격,100,기술사,37,13.5,5,40,,,34,11.8,7,100,,,42,14.3,6,100,,,1,필기+실기,1,1,0,2,4,,
해양공학기사,T160,국가기술자격,300,기사,,,,,,,21,0.333,4,0.25,,,0,0,3,0,,,2,필기+실기,1,1,0,2,5,,
해양기술사,T161,국가기술자격,100,기술사,27,33.3,11,36.4,,,41,7.3,10,70,,,42,16.7,10,60,,,1,필기+실기,1,1,0,2,4,,
해양자원개발기사,T163,국가기술자격,300,기사,0,0,5,80,,,30,50,8,75,,,0,0,1,0,,,1,필기+실기,1,1,0,2,3,,
해양조사산업기사,T165,국가기술자격,400,산업기사,150,76,146,56.8,,,171,74.3,120,61.7,,,158,63.9,112,38.4,,,1,필기+실기,1,1,0,2,2,,
해양환경기사,T166,국가기술자격,300,기사,421,50.4,253,47.8,,,500,60.4,335,57.6,,,520,59.8,364,58,,,2,필기+실기,1,1,0,2,3,,
화공기사,T168,국가기술자격,300,기사,4177,29.5,2969,21,,,3967,23.4,2073,21.1,,,3505,24.6,1606,14.6,,,3,필기+실기,1,1,0,2,5,,
화공기술사,T169,국가기술자격,100,기술사,32,40.6,17,52.9,,,47,23.4,17,47.1,,,42,16.7,14,35.7,,,1,필기+실기,1,1,0,2,4,,
화공안전기술사,T170,국가기술자격,100,기술사,237,3.8,30,36.7,,,303,2,18,50,,,295,10.2,48,37.5,,,2,필기+실기,1,1,0,2,5,,
화약류관리기사,T172,국가기술자격,300,기사,281,39.1,205,36.6,,,368,38.6,191,46.1,,,378,36.5,221,36.7,,,2,필기+실기,1,1,0,2,4,,
화약류관리기술사,T173,국가기술자격,100,기술사,14,7.1,3,66.7,,,13,23.1,3,66.7,,,13,15.4,3,66.7,,,1,필기+실기,1,1,0,2,4,,
화약류관리산업기사,T174,국가기술자격,400,산업기사,65,46.2,27,25.9,,,63,55.6,23,0,,,77,48.1,29,17.2,,,1,필기+실기,1,1,0,2,3,,
화약류제조기사,T175,국가기술자격,300,기사,42,57.1,33,69.7,,,64,34.4,26,50,,,76,36.8,34,82.4,,,1,필기+실기,1,1,0,2,2,,
화약류제조산업기사,T176,국가기술자격,400,산업기사,0,0,1,100,,,19,31.6,6,50,,,0,0,2,100,,,1,필기+실기,1,1,0,2,2,,
화약취급기능사,T177,국가기술자격,500,기능사,158,44.3,82,54.9,,,341,57.2,186,46.8,,,272,47.8,156,36.5,,,1,필기+실기,1,1,0,2,2,,
화재감식평가기사,T178,국가기술자격,300,기사,4142,85.4,4960,42.6,,,4711,81.1,5162,44.7,,,4147,68.5,4859,40.3,,,3,필기+실기,1,1,0,2,3,,
화재감식평가산업기사,T179,국가기술��격,400,산업기사,2964,84.7,2626,50.4,,,2718,81.8,2706,64.7,,,2613,70.8,2483,35.7,,,3,필기+실기,1,1,0,2,2,,
화학분석기능사,T180,국가기술자격,500,기능사,3369,29.5,2480,69.9,,,3874,30.4,2520,69.9,,,3873,29.8,2447,70.9,,,5,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
화학분석기사,T181,국가기술자격,300,기사,6273,27,2897,24.7,,,6397,28.2,3050,14.9,,,6149,30.3,3194,21.2,,,3,필기+실기,1,1,0,2,5,,
화훼장식기능사,T183,국가기술자격,500,기능사,6882,82,5648,46.2,,,6747,82.3,5481,45.1,,,5324,73.9,4173,45.8,,,5,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
화훼장식기사,T184,국가기술자격,300,기사,279,86.7,291,57,,,336,89.9,303,49.5,,,350,84.6,304,57.2,,,1,필기+실기,1,1,0,2,2,,
화훼장식산업기사,T185,국가기술자격,400,산업기사,336,89.3,291,41.2,,,313,88.8,280,42.5,,,262,89.7,221,41.6,,,1,필기+실기,1,1,0,2,2,,
환경기능사,T186,국가기술자격,500,기능사,6466,40.2,2997,86.7,,,7701,38.9,3454,84.8,,,7547,38.6,3365,85.2,,,5,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
환경위해관리기사,T187,국가기술자격,300,기사,325,64,263,28.9,,,306,57.5,217,15.7,,,277,67.1,209,35.9,,,1,필기+실기,1,1,0,2,3,,
3D프린터개발산업기사,T188,국가기술자격,400,산업기사,101,45.5,42,31,,,90,55.6,39,38.5,,,72,54.2,29,17.2,,,1,필기+실기,1,1,0,2,3,,
3D프린터운용기능사,T189,국가기술자격,500,기능사,4718,67,3613,73.5,,,7661,59.3,4719,72.7,,,7487,50.6,4284,69.8,,,5,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
가구제작기능사,T190,국가기술자격,500,기능사,1191,75.1,950,45.6,,,1308,76.5,1086,48.9,,,1061,67.7,852,46.1,,,2,필기+실기,1,1,0,2,2,,
가구제작산업기사,T191,국가기술자격,400,산업기사,95,77.9,71,31,,,112,75.9,82,39,,,83,55.4,66,48.5,,,1,필기+실기,1,1,0,2,2,,
가스기능사,T192,국가기술자격,500,기능사,"11,955",33.3,"5,984",34.2,,,"13,963",30.9,"6,311",63.6,,,"15,302",30.8,"6,171",53.4,,,5,필기+실기,1,1,0,2,4,특성화고 필기면제자 검정 포함(일반인 응시 불가),
가스기능장,T193,국가기술자격,200,기능장,1829,43.2,1301,43.6,,,2414,14,800,41.3,,,2542,28.4,893,42.8,,,2,필기+실기,1,1,0,2,5,,
가스기사,T194,국가기술자격,300,기사,3698,19.4,1712,30.8,,,4062,22.9,1427,36.4,,,3719,23.2,1397,32.8,,,3,필기+실기,1,1,0,2,5,,
가스기술사,T195,국가기술자격,100,기술사,30,20,8,50,,,44,9.1,7,71.4,,,74,6.8,7,85.7,,,1,필기+실기,1,1,0,2,4,,
가스산업기사,T196,국가기술자격,400,산업기사,7082,21.3,2582,21.2,,,6542,35.4,2992,31.9,,,5511,31.7,3106,22.7,,,3,필기+실기,1,1,0,2,5,,
가스텅스텐아크용접기능사,T197,국가기술자격,500,기능사,,,,,,,6062,41.2,2704,63.3,,,5864,38.3,2871,63.3,,,5,필기+실기,1,1,0,2,2,"2023~ , 특성화고 필기면제자 검정 포함(일반인 응시 불가)",
거푸집기능사,T198,국가기술자격,500,기능사,7717,64.8,,,,,4816,66.2,,,,,3390,67.5,,,,,4,실기,0,1,0,1,1,,
건설기계기술사,T200,국가기술자격,100,기술사,108,38,72,43.1,,,116,19,51,35.3,,,113,16.8,50,40,,,2,필기+실기,1,1,0,2,5,,
건설기계설비기사,T202,국가기술자격,300,기사,2701,72.1,2495,54.4,,,2183,62.1,1722,55.5,,,1565,47.2,1239,52.4,,,3,필기+실기,1,1,0,2,3,,
건설기계정비기능사,T203,국가기술자격,500,기능사,1483,55.4,1051,58.3,,,1372,55.2,866,57.5,,,1715,57.4,953,61.4,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
건설기계설비산업기사,T204,국가기술자격,400,산업기사,124,27.4,49,32.7,,,88,30.7,29,55.2,,,71,31,25,56,,,1,필기+실기,1,1,0,2,3,,
건설기계정비기능장,T205,국가기술자격,200,기능장,191,42.9,122,13.9,,,219,47.9,121,44.6,,,218,47.2,122,22.1,,,2,필기+실기,1,1,0,2,4,,
건설기계정비기사,T206,국가기술자격,300,기사,53,17,10,30,,,75,22.7,16,62.5,,,97,23.7,11,45.5,,,1,필기+실기,1,1,0,2,4,,
건설기계정비산업기사,T207,국가기술자격,400,산업기사,555,38.4,324,56.2,,,622,31.5,233,46.8,,,720,32.8,253,55.3,,,2,필기+실기,1,1,0,2,3,,
건설안전기사,T208,국가기술자격,300,기사,26556,48.3,14674,70.3,,,34908,51.4,19937,63,,,31594,49,22247,55.5,,,3,필기+실기,1,1,0,2,3,,
건설안전기술사,T209,국가기술자격,100,기술사,2408,5.4,260,44.6,,,2934,3.9,229,43.7,,,3063,2.9,210,46.7,,,3,필기+실기,1,1,0,2,5,,
건설안전산업기사,T210,국가기술자격,400,산업기사,9134,36.1,4016,57.2,,,10908,35.1,4509,67.1,,,9392,31.4,4221,48.6,,,3,필기+실기,1,1,0,2,4,,
건설재료시험기능사,T211,국가기술자격,500,기능사,1417,47.4,844,79.9,,,1578,44.4,807,75.8,,,1327,44.2,739,69.6,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
건설재료시험기사,T212,국가기술자격,300,기사,2808,39.1,1191,67.4,,,3221,40.2,1371,74.4,,,2894,42.7,1359,62.9,,,3,필기+실기,1,1,0,2,3,,
건설재료시험산업기사,T213,국가기술자격,400,산업기사,424,31.8,144,69.4,,,440,31.1,125,74.4,,,371,29.4,131,38.2,,,2,필기+실기,1,1,0,2,3,,
건축구조기술사,T214,국가기술자격,100,기술사,996,7.5,139,49.6,,,1145,1.8,63,46,,,1268,3.9,75,52,,,3,필기+실기,1,1,0,2,5,,
건축기계설비기술사,T215,국가기술자격,100,기술사,450,4.9,57,43.9,,,546,3.5,39,51.3,,,568,5.1,59,40.7,,,3,필기+실기,1,1,0,2,5,,
건축기사,T217,국가기술자격,300,기사,20262,36.6,13208,31,,,21986,37.6,14516,31.4,,,21802,40.6,18293,28.9,,,3,필기+실기,1,1,0,2,5,,
건축도장기능사,T219,국가기술자격,500,기능사,31708,57.1,,,,,28728,56,,,,,14633,57.2,,,,,5,실기,0,1,0,1,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
건축목공기능사,T220,국가기술자격,500,기능사,1664,56.6,,,,,2297,58.3,,,,,2208,59.1,,,,,4,실기,0,1,0,1,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
건축목공산업기사,T221,국가기술자격,400,산업기사,107,80.4,66,66.7,,,126,67.5,65,46.2,,,111,64,62,64.5,,,1,필기+실기,1,1,0,2,1,,
건축목재시공기능장,T222,국가기술자격,200,기능장,35,62.9,25,24,,,35,80,18,5.6,,,39,69.2,25,16,,,1,필기+실기,1,1,0,2,4,,
건축산업기사,T223,국가기술자격,400,산업기사,4016,25.1,1984,18.6,,,4030,28.2,2026,42.9,,,3502,29.3,1580,47.9,,,3,필기+실기,1,1,0,2,4,,
건축설비기사,T225,국가기술자격,300,기사,7559,61.1,5939,23,,,8114,59.4,7940,39.2,,,7605,59.3,7111,33.8,,,3,필기+실기,1,1,0,2,4,,
건축설비산업기사,T226,국가기술자격,400,산업기사,2978,50.6,1736,32.2,,,3339,47.2,2378,21.1,,,2647,48.4,2515,16.9,,,3,필기+실기,1,1,0,2,4,,
건축시공기술사,T227,국가기술자격,100,기술사,2322,7.4,252,58.7,,,2828,4.3,208,52.9,,,2816,4.4,255,53.3,,,3,필기+실기,1,1,0,2,5,,
건축일반시공기능장,T228,국가기술자격,200,기능장,67,43.3,34,2.9,,,58,51.7,41,17.1,,,58,44.8,36,2.8,,,1,필기+실기,1,1,0,2,4,,
건축일반시공산업기사,T229,국가기술자격,400,산업기사,71,77.5,57,56.1,,,62,50,28,32.1,,,58,58.6,25,32,,,1,필기+실기,1,1,0,2,2,,
건축전기설비기술사,T230,국가기술자격,100,기술사,1372,2,51,47.1,,,1573,2,57,45.6,,,1782,1.6,63,57.1,,,3,필기+실기,1,1,0,2,5,,
건축품질시험기술사,T231,국가기술자격,100,기술사,50,8,7,57.1,,,55,3.6,4,100,,,45,22.2,10,90,,,1,필기+실기,1,1,0,2,4,,
공간정보융합기능사,T233,국가기술자격,500,기능사,,,,,,,435,46.7,118,57.6,,,213,43.7,94,48.9,,,1,필기+실기,1,1,0,2,2,2023~,
공간정보융합산업기사,T235,국가기술자격,400,산업기사,,,,,,,931,31.6,187,6.4,,,257,47.9,157,10.8,,,1,필기+실기,1,1,0,2,4,2023~,
공공조달관리사,T236,국가기술자격,600,서비스,,,,,,,,,,,,,,,,,,,,,,,,0,,~2026(신설된거라 합격률 안나와있음),
공장관리기술사,T238,국가기술자격,100,기술사,36,22.2,13,30.8,,,58,63.8,43,53.5,,,80,18.8,34,41.2,,,1,필기+실기,1,1,0,2,4,,
공조냉동기계기능사,T239,국가기술자격,500,기능사,7170,25.6,3562,58.8,,,8375,27.5,3418,48.3,,,8313,27.6,"3,575",48.2,,,5,필기+실기,1,1,0,2,4,특성화고 필기면제자 검정 포함(일반인 응시 불가),
광산보안산업기사,T240,국가기술자격,400,산업기사,20,25,5,0,,,18,17,4,0,,,18,17,1,100,,,1,필기+실기,1,1,0,2,3,,
공조냉동기계기사,T241,국가기술자격,300,기사,6022,34.1,4288,35.1,,,8757,36.8,4631,41.2,,,9918,43.8,7092,26.9,,,3,필기+실기,1,1,0,2,5,,
공조냉동기계기술사,T242,국가기술자격,100,기술사,265,11.7,65,52.3,,,399,4.3,36,41.7,,,437,3.7,38,31.6,,,3,필기+실기,1,1,0,2,5,,
공조냉동기계산업기사,T243,국가기술자격,400,산업기사,9698,21.5,3272,60.8,,,10032,23.3,"3,282",51.9,,,9188,24.2,3636,48.5,,,3,필기+실기,1,1,0,2,4,,
광산보안기능사,T245,국가기술자격,500,기능사,133,49.6,68,73.5,,,178,21.9,51,88.2,,,249,21.7,53,90.6,,,2,필기+실기,1,1,0,2,1,,
광산보안기사,T247,국가기술자격,300,기사,61,41,38,47.4,,,46,47.8,35,28.6,,,61,37.7,30,53.3,,,1,필기+실기,1,1,0,2,3,,
광학기기산업기사,T250,국가기술자격,400,산업기사,10,10,4,50,,,10,40,3,100,,,14,28.6,1,0,,,1,필기+실기,1,1,0,2,2,,
광학기사,T253,국가기술자격,300,기사,85,29.4,32,50,,,95,48.4,50,10,,,78,34.6,45,22.2,,,1,필기+실기,1,1,0,2,4,,
광해방지기사,T254,국가기술자격,300,기사,21,76.2,36,16.7,,,27,85.2,27,22.2,,,31,74.2,32,34.4,,,1,필기+실기,1,1,0,2,2,2009까지 존재,
광해방지기술사,T255,국가기술자격,100,기술사,6,16.7,2,50,,,4,50,3,66.7,,,5,0,0,0,,,1,필기+실기,1,1,0,2,4,2009까지 존재,
교통기사,T256,국가기술자격,300,기사,922,56.6,823,40.7,,,1151,57.3,848,66.3,,,1008,53.2,759,41.2,,,3,필기+실기,1,1,0,2,3,,
교통기술사,T257,국가기술자격,100,기술사,177,1.7,3,100,,,202,11.4,23,87,,,201,8.5,21,76.2,,,2,필기+실기,1,1,0,2,4,,
교통산업기사,T258,국가기술자격,400,산업기사,0,0,5,60,,,48,60.4,15,73.3,,,0,0,2,0,,,1,필기+실기,1,1,0,2,3,,
국제의료관광코디네이터,T259,국가기술자격,600,서비스,237,78.9,171,59.6,,,124,83.1,120,61.7,,,185,72.4,132,51.5,,,1,필기+실기,1,1,0,2,1,,
굴착기운전기능사,T261,국가기술자격,500,기능사,45589,80.9,64021,39.6,,,45165,82.7,62522,37.5,,,41582,77.9,55809,36.9,,,41,필기+실기,1,1,0,2,2,상시,
궤도장비정비기능사,T262,국가기술자격,500,기능사,31,22.6,5,20,,,35,31.4,3,66.7,,,26,23.1,4,25,,,1,필기+실기,1,1,0,2,3,,
궤도장비정비기사,T263,국가기술자격,300,기사,0,0,10,80,,,34,29.4,11,63.6,,,0,0,2,50,,,1,필기+실기,1,1,0,2,3,,
궤도장비정비산업기사,T264,국가기술자격,400,산업기사,29,13.8,1,0,,,45,15.6,8,50,,,32,18.8,3,0,,,1,필기+실기,1,1,0,2,4,,
귀금속가공기능사,T265,국가기술자격,500,기능사,222,64,308,83.4,,,195,63.6,187,86.1,,,321,63.2,272,74.6,,,3,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
귀금속가공기능장,T266,국가기술자격,200,기능장,9,11.1,8,37.5,,,9,66.7,7,28.6,,,16,75,14,42.9,,,1,필기+실기,1,1,0,2,3,,
귀금속가공산업기사,T267,국가기술자격,400,산업기사,46,65.2,29,65.5,,,42,57.1,27,59.3,,,29,65.5,21,76.2,,,1,필기+실기,1,1,0,2,1,,
그린전동자동차기사,T269,국가기술자격,300,기사,310,7.1,31,3.2,,,375,8.8,54,3.7,,,214,14.5,69,34.8,,,2,필기+실기,1,1,0,2,5,,
금속가공기술사,T270,국가기술자격,100,기술사,21,33.3,9,66.7,,,33,45.5,18,38.9,,,22,27.3,15,46.7,,,1,필기+실기+면접,1,1,1,3,5,,
금속도장기능사,T271,국가기술자격,500,기능사,110,49.1,64,68.8,,,173,42.8,79,77.2,,,178,44.9,87,69,,,1,필기+실기,1,1,0,2,1,,
금속재료기능장,T272,국가기술자격,200,기능장,372,66.7,344,25.9,,,685,69.5,579,32.1,,,970,66.3,901,29.4,,,2,필기+실기,1,1,0,2,4,,
금속재료기사,T274,국가기술자격,300,기사,545,43.9,333,38.7,,,612,37.7,283,54.4,,,681,43.8,299,65.9,,,2,필기+실기,1,1,0,2,3,,
금속재료기술사,T275,국가기술자격,100,기술사,47,44.7,38,31.6,,,29,44.8,37,48.6,,,48,37.5,29,58.6,,,1,필기+실기+면접,1,1,1,3,5,,
금속재료산업기사,T276,국가기술자격,400,산업기사,797,45.8,586,41.3,,,876,43.5,436,55.5,,,890,41.8,416,52.2,,,3,필기+실기,1,1,0,2,3,,
금속재료시험기능사,T277,국가기술자격,500,기능사,264,46.6,139,60.4,,,406,46.8,186,62.9,,,398,47.5,171,68.4,,,3,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
금속재창호기능사,T278,국가기술자격,500,기능사,902,52.1,,,,,796,55.3,,,,,639,52.4,,,,,2,실기,0,1,0,1,2,,
금속제련기술사,T279,국가기술자격,100,기술사,5,60,5,40,,,3,66.7,5,60,,,7,42.9,4,50,,,1,필기+실기+면접,1,1,1,3,4,,
금형기능사,T280,국가기술자격,500,기능사,377,31,680,87.9,,,261,16.9,385,86.2,,,225,12.4,277,92.1,,,3,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
금형기능장,T282,국가기술자격,200,기능장,85,42.4,40,60,,,112,36.6,46,73.9,,,135,32.6,48,68.8,,,1,필기+실기,1,1,0,2,3,,
금형기술사,T283,국가기술자격,100,기술사,128,12.5,30,33.3,,,182,17.6,72,37.5,,,158,32.9,101,38.6,,,2,필기+실기+면접,1,1,1,3,5,,
기계가공기능장,T284,국가기술자격,200,기능장,412,52.9,347,42.7,,,632,49.2,379,50.9,,,546,51.5,345,47.5,,,2,필기+실기,1,1,0,2,4,,
기계가공조립기능사,T286,국가기술자격,500,기능사,1229,47.1,796,66.8,,,1496,46.4,825,67.9,,,1516,46.9,776,57.2,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
기계기술사,T287,국가기술자격,100,기술사,30,36.7,20,20,,,48,31.3,27,51.9,,,58,8.6,15,20,,,1,필기+실기+면접,1,1,1,3,5,,
기계설계산업기사,T290,국가기술자격,400,산업기사,3736,30.7,1449,59.4,,,3420,31.8,1154,58.1,,,3270,29,1006,54.4,,,3,필기+실기,1,1,0,2,4,,
기계안전기술사,T291,국가기술자격,100,기술사,194,12.4,71,38,,,300,14.3,77,49.4,,,430,4.7,57,47.4,,,2,필기+실기+면접,1,1,1,3,5,,
기계조립산업기사,T293,국가기술자격,400,산업기사,135,14.1,14,42.9,,,186,23.7,29,65.5,,,123,35,29,72.4,,,1,필기+실기,1,1,0,2,3,,
기상감정기사,T294,국가기술자격,300,기사,56,75,37,43.2,,,53,49.1,29,27.6,,,44,68.2,30,36.7,,,1,필기+실기,1,1,0,2,3,,
기상기사,T295,국가기술자격,300,기사,367,55,318,24.8,,,409,52.6,301,57.8,,,436,53.4,243,56.4,,,2,필기+실기,1,1,0,2,3,,
기상예보기술사,T296,국가기술자격,100,기술사,13,38.5,10,40,,,7,14.3,4,25,,,16,81.3,14,35.7,,,1,필기+실기+면접,1,1,1,3,5,,
기중기운전기능사,T298,국가기술자격,500,기능사,4284,83.7,4743,43,,,4986,81.9,4959,45.7,,,4162,82.1,4459,44.9,,,4,필기+실기,1,1,0,2,2,,
남성복기능사,T299,국가기술자격,500,기능사,104,75,74,62.2,,,69,75.4,61,82,,,106,73.6,76,38.2,,,1,필기+실기,1,1,0,2,1,,
